
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      |
| 1490.png                 | 0.0461      | 0.0236      | 0.0236      | 0.9132      |
| 1491.png                 | 0.0180      | 0.0091      | 0.0091      | 1.0000      |
| 1492.png                 | 0.7913      | 0.6547      | 0.6705      | 0.9652      |
| 1496.png                 | 0.0901      | 0.0472      | 0.0472      | 1.0000      |
| 1498.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      |
| 1499.png                 | 0.8361      | 0.7183      | 0.7755      | 0.9069      |
| 15.png                   | 0.9234      | 0.8577      | 0.9532      | 0.8955      |
| 1500.png                 | 0.9169      | 0.8466      | 0.8736      | 0.9648      |
| 1501.png                 | 0.5051      | 0.3379      | 0.3429      | 0.9587      |
| 1503.png                 | 0.1427      | 0.0769      | 0.0769      | 1.0000      |
| 1506.png                 | 0.5172      | 0.3488      | 0.3551      | 0.9515      |
| 1507.png                 | 0.3961      | 0.2470      | 0.2512      | 0.9366      |
| 1508.png                 | 0.8756      | 0.7787      | 0.8106      | 0.9520      |
